Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School (Y/N),Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,CALPADS Fall 1 Certification Status (Y/N),,
2018-2019,49,73882,6099246,Sonoma,Cotati-Rohnert Park Unified,Marguerite Hahn Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,493,149,3,0,0,94,151,65,180,Y,
2018-2019,49,73882,6109169,Sonoma,Cotati-Rohnert Park Unified,Monte Vista Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,477,187,2,0,0,104,192,87,225,Y,
2018-2019,49,73882,6112981,Sonoma,Cotati-Rohnert Park Unified,Lawrence E. Jones Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,770,261,2,0,0,137,262,82,292,Y,
2018-2019,49,75358,1,Sonoma,Windsor Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19,1,0,0,0,2,2,1,2,Y,
2018-2019,49,75358,114934,Sonoma,Windsor Unified,Village Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,912,Directly funded,Y,K,8,103,32,0,8,0,18,38,7,41,Y,
2018-2019,49,75358,121236,Sonoma,Windsor Unified,"Bridges Community Based School, North County Consortium",Unified School District,Special Education Schools (Public),District Special Education Consortia School,N/A,No ,N/A,N/A,N,K,12,46,17,0,0,1,6,17,13,22,Y,
2018-2019,49,75358,138263,Sonoma,Windsor Unified,North Bay Met Academy,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,6,12,87,34,0,0,0,23,36,4,38,Y,
2018-2019,49,75358,4930228,Sonoma,Windsor Unified,Windsor High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,742",543,6,11,43,265,556,78,577,Y,
2018-2019,49,75358,4930269,Sonoma,Windsor Unified,Windsor Oaks Academy,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,14,9,0,0,0,9,9,1,9,Y,
2018-2019,49,75358,6052351,Sonoma,Windsor Unified,Windsor Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,841,294,9,11,19,140,298,90,310,Y,
2018-2019,49,75358,6052369,Sonoma,Windsor Unified,Cali Calmecac Language Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,162,Locally funded,N,K,8,"1,138",529,4,3,54,223,538,424,625,Y,
2018-2019,49,75358,6107221,Sonoma,Windsor Unified,Brooks Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,4,5,407,156,1,5,11,97,160,79,168,Y,
2018-2019,49,75358,6110993,Sonoma,Windsor Unified,Mattie Washburn Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,1,395,157,4,1,7,95,162,84,182,Y,
2018-2019,49,75358,6116024,Sonoma,Windsor Unified,Windsor Creek Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,2,3,373,145,3,2,4,86,148,82,168,Y,
2018-2019,49,75390,1,Sonoma,Healdsburg Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12,3,0,0,0,2,3,1,3,Y,
2018-2019,49,75390,124230,Sonoma,Healdsburg Unified,Healdsburg Charter,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1295,Locally funded,N,K,5,270,105,0,0,5,53,105,45,116,Y,
2018-2019,49,75390,4930251,Sonoma,Healdsburg Unified,Marce Becerra Academy,Unified School District,Continuation High Schools,Continuation School,N/A,No ,N/A,N/A,N,9,12,24,21,2,1,1,8,21,9,23,Y,
2018-2019,49,75390,4932554,Sonoma,Healdsburg Unified,Healdsburg High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,522,225,1,1,20,95,228,23,232,Y,
2018-2019,49,75390,6051791,Sonoma,Healdsburg Unified,Healdsburg Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,262,207,2,0,18,99,207,161,231,Y,
2018-2019,49,75390,6060222,Sonoma,Healdsburg Unified,Healdsburg Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,N/A,No ,N/A,N/A,N,6,8,350,213,3,1,11,83,213,65,222,Y,
2018-2019,50,10504,117457,Stanislaus,Stanislaus County Office of Education,Great Valley Academy,County Office of Education (COE),Elementary Schools (Public),Traditional,N/A,Yes,985,Directly funded,Y,K,8,923,425,3,0,0,306,425,93,457,Y,
2018-2019,50,10504,129023,Stanislaus,Stanislaus County Office of Education,Stanislaus Alternative Charter,County Office of Education (COE),County Community,County Community School,N/A,Yes,1607,Directly funded,N,9,12,609,114,4,9,0,120,212,144,318,Y,
2018-2019,50,10504,131235,Stanislaus,Stanislaus County Office of Education,Stanislaus County Institute of Learning,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,6,12,231,173,1,15,0,136,196,45,198,Y,
2018-2019,50,10504,5030069,Stanislaus,Stanislaus County Office of Education,Stanislaus County West Campus,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,N/A,No ,N/A,N/A,N,K,12,81,81,7,0,0,43,81,17,81,Y,
2018-2019,50,10504,5030085,Stanislaus,Stanislaus County Office of Education,John B. Allard,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,9,12,113,97,0,2,0,73,104,24,105,Y,
2018-2019,50,10504,5030226,Stanislaus,Stanislaus County Office of Education,Petersen Alternative Center for Education,County Office of Education (COE),County Community,County Community School,N/A,No ,N/A,N/A,N,6,12,169,149,3,3,0,100,157,23,158,Y,
2018-2019,50,10504,5030234,Stanislaus,Stanislaus County Office of Education,Valley Charter High,County Office of Education (COE),High Schools (Public),Traditional,N/A,Yes,172,Directly funded,Y,9,12,118,45,0,1,0,51,60,5,62,Y,
2018-2019,50,10504,6069546,Stanislaus,Stanislaus County Office of Education,Stanislaus County Special Education,County Office of Education (COE),Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,P,12,364,224,4,2,0,91,247,69,261,Y,
2018-2019,50,71043,1,Stanislaus,Ceres Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21,0,5,0,0,6,11,1,11,Y,
2018-2019,50,71043,107128,Stanislaus,Ceres Unified,Whitmore Charter School of Art & Technology,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,657,Locally funded,N,K,8,425,168,0,2,0,108,168,54,184,Y,
2018-2019,50,71043,107136,Stanislaus,Ceres Unified,Whitmore Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,658,Locally funded,N,9,12,142,38,0,0,0,30,38,2,38,Y,
2018-2019,50,71043,108076,Stanislaus,Ceres Unified,Central Valley High,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,9,12,"2,079","1,681",9,16,91,954,"1,701",243,"1,722",Y,
2018-2019,50,71043,109074,Stanislaus,Ceres Unified,Joel J. Hidahl Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,463,395,3,20,18,237,397,182,418,Y,
2018-2019,50,71043,109082,Stanislaus,Ceres Unified,M. Robert Adkison Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,642,562,2,3,19,362,565,361,594,Y,
2018-2019,50,71043,109090,Stanislaus,Ceres Unified,Sinclear Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,653,505,0,2,17,292,512,306,560,Y,
2018-2019,50,71043,110734,Stanislaus,Ceres Unified,La Rosa Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,620,463,3,5,15,326,468,235,506,Y,
2018-2019,50,71043,112292,Stanislaus,Ceres Unified,Aspire Summit Charter Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,812,Directly funded,Y,K,5,411,220,0,2,0,173,265,113,289,Y,
2018-2019,50,71043,123679,Stanislaus,Ceres Unified,Cesar Chavez Junior High,Unified School District,Junior High Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,7,8,652,539,5,6,13,281,544,126,553,Y,
2018-2019,50,71043,127613,Stanislaus,Ceres Unified,Lucas Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,650,474,0,1,23,271,476,354,539,Y,
2018-2019,50,71043,129106,Stanislaus,Ceres Unified,Patricia Kay Beaver Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,8,391,254,0,1,12,148,254,121,275,Y,
2018-2019,50,71043,133827,Stanislaus,Ceres Unified,Ceres Special Education,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,K,12,17,10,1,0,0,0,10,6,11,Y,
2018-2019,50,71043,5030168,Stanislaus,Ceres Unified,Endeavor Alternative,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,184,131,1,2,4,118,142,14,143,Y,
2018-2019,50,71043,5030200,Stanislaus,Ceres Unified,Argus High (Continuation),Unified School District,Continuation High Schools,Continuation School,Breakfast Provision 2,No ,N/A,N/A,N,9,12,215,170,3,5,7,113,178,36,187,Y,
2018-2019,50,71043,5030879,Stanislaus,Ceres Unified,Ceres High,Unified School District,High Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,9,12,"1,744","1,400",6,22,76,812,"1,404",189,"1,415",Y,
2018-2019,50,71043,6052427,Stanislaus,Ceres Unified,Carroll Fowler Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,647,557,0,15,7,384,561,224,580,Y,
2018-2019,50,71043,6052435,Stanislaus,Ceres Unified,Caswell Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,573,521,0,3,52,373,525,341,549,Y,
2018-2019,50,71043,6052443,Stanislaus,Ceres Unified,Don Pedro Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,543,507,10,6,28,352,510,320,518,Y,
2018-2019,50,71043,6052450,Stanislaus,Ceres Unified,Walter White Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,549,487,2,10,24,325,490,240,505,Y,
2018-2019,50,71043,6052468,Stanislaus,Ceres Unified,Westport Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,412,380,0,29,37,266,380,250,387,Y,
2018-2019,50,71043,6085013,Stanislaus,Ceres Unified,Mae Hensley Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,7,8,750,639,1,7,41,389,643,160,655,Y,
2018-2019,50,71043,6108435,Stanislaus,Ceres Unified,Virginia Parks Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,686,532,0,22,11,336,538,245,576,Y,
2018-2019,50,71043,6112338,Stanislaus,Ceres Unified,Samuel Vaughn Elementary,Unified School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,650,485,6,1,18,273,490,257,533,Y,
2018-2019,50,71043,6112346,Stanislaus,Ceres Unified,Blaker-Kinser Junior High,Unified School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,7,8,729,638,9,8,20,391,644,199,655,Y,
2018-2019,50,71050,6052484,Stanislaus,Chatom Union,Chatom Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,399,324,2,29,0,194,325,198,334,Y,
2018-2019,50,71050,6052492,Stanislaus,Chatom Union,Mountain View Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,194,147,0,7,0,95,148,75,156,Y,
2018-2019,50,71068,1,Stanislaus,Denair Unified,"Nonpublic, Nonsectarian Schools",Unified School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,1,1,0,1,Y,
2018-2019,50,71068,132662,Stanislaus,Denair Unified,Denair Elementary Charter Academy,Unified School District,Elementary Schools (Public),Traditional,CEP,Yes,1750,Locally funded,N,K,5,561,271,4,0,3,251,280,146,324,Y,
2018-2019,50,71068,5030267,Stanislaus,Denair Unified,Denair Charter Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,357,Locally funded,N,K,12,206,109,1,4,2,96,115,17,122,Y,
2018-2019,50,71068,5031521,Stanislaus,Denair Unified,Denair High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,277,151,0,0,8,107,157,17,159,Y,
2018-2019,50,71068,6071575,Stanislaus,Denair Unified,Denair Middle,Unified School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,6,8,228,143,0,1,4,104,147,35,153,Y,
2018-2019,50,71076,1,Stanislaus,Empire Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13,4,1,0,0,7,8,1,9,Y,
2018-2019,50,71076,101493,Stanislaus,Empire Union Elementary,Norman N. Glick Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,7,8,618,489,7,5,10,311,515,124,526,Y,
2018-2019,50,71076,6052518,Stanislaus,Empire Union Elementary,Empire Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,377,346,2,0,39,256,362,205,371,Y,
2018-2019,50,71076,6093504,Stanislaus,Empire Union Elementary,Capistrano Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,6,521,485,1,3,1,361,496,116,503,Y,
2018-2019,50,71076,6098180,Stanislaus,Empire Union Elementary,Christine Sipherd Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,460,350,9,0,1,206,363,64,370,Y,
2018-2019,50,71076,6107932,Stanislaus,Empire Union Elementary,Bernard L. Hughes Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,565,447,5,2,0,296,476,125,495,Y,
2018-2019,50,71076,6111892,Stanislaus,Empire Union Elementary,Alice N. Stroud Elementary,Elementary School District,Elementary Schools (Public),Traditional,Breakfast Provision 2,No ,N/A,N/A,N,K,6,495,397,4,4,0,244,413,123,420,Y,
2018-2019,50,71084,120089,Stanislaus,Gratton Elementary,Gratton Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1099,Locally funded,N,K,8,131,25,0,0,0,22,27,2,28,Y,
2018-2019,50,71084,6052534,Stanislaus,Gratton Elementary,Gratton Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,12,5,0,0,0,5,5,2,5,Y,
2018-2019,50,71092,1,Stanislaus,Hart-Ransom Union Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,0,2,0,0,1,3,0,3,Y,
2018-2019,50,71092,6052542,Stanislaus,Hart-Ransom Union Elementary,Hart-Ransom Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,810,420,3,11,0,251,426,76,433,Y,
2018-2019,50,71092,6112965,Stanislaus,Hart-Ransom Union Elementary,Hart-Ransom Academic Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,80,Locally funded,Y,K,12,360,73,0,0,0,74,74,5,79,Y,
2018-2019,50,71100,6052559,Stanislaus,Hickman Community Charter,Hickman Elementary,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,00D4,Locally funded,N,K,5,302,132,0,3,0,79,134,53,140,Y,
2018-2019,50,71100,6112627,Stanislaus,Hickman Community Charter,Hickman Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,00D4,Locally funded,N,K,8,544,188,0,0,0,111,190,9,195,Y,
2018-2019,50,71100,6116388,Stanislaus,Hickman Community Charter,Hickman Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,N/A,Yes,00D4,Locally funded,N,6,8,184,74,0,0,0,47,74,19,76,Y,
2018-2019,50,71134,6052591,Stanislaus,Keyes Union,Keyes Elementary,Elementary School District,Elementary Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,K,5,526,459,5,1,31,311,462,297,492,Y,
2018-2019,50,71134,6113286,Stanislaus,Keyes Union,Keyes to Learning Charter,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,85,Locally funded,Y,K,12,342,83,0,0,0,70,94,5,97,Y,
2018-2019,50,71134,6119002,Stanislaus,Keyes Union,Barbara Spratling Middle,Elementary School District,Intermediate/Middle Schools (Public),Traditional,Provision 2,No ,N/A,N/A,N,6,8,236,193,5,0,13,119,194,78,206,Y,
2018-2019,50,71142,6052609,Stanislaus,Knights Ferry Elementary,Knights Ferry Elementary,Elementary School District,Elemen Schools In 1 School Dist. (Public),Traditional,N/A,No ,N/A,N/A,N,K,8,153,0,0,0,0,34,34,11,43,Y,
2018-2019,50,71167,1,Stanislaus,Modesto City Elementary,"Nonpublic, Nonsectarian Schools",Elementary School District,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,1,2,0,0,7,10,4,14,Y,
2018-2019,50,71167,137265,Stanislaus,Modesto City Elementary,Aspire University Charter,Elementary School District,Elementary Schools (Public),Traditional,N/A,Yes,1963,Directly funded,Y,K,5,354,218,3,0,0,182,250,99,263,Y,
2018-2019,50,71167,138057,Stanislaus,Modesto City Elementary,Connecting Waters Charter School - Central Valley,Elementary School District,K-12 Schools (Public),Traditional,N/A,Yes,1973,Directly funded,Y,K,12,321,150,1,0,0,84,150,14,153,Y,
2018-2019,50,71167,6052625,Stanislaus,Modesto City Elementary,Elihu Beard Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,388,304,4,3,0,201,308,59,315,Y,
2018-2019,50,71167,6052633,Stanislaus,Modesto City Elementary,Bret Harte Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,868,817,2,0,32,540,820,598,848,Y,
2018-2019,50,71167,6052641,Stanislaus,Modesto City Elementary,Burbank Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,667,618,1,9,36,444,626,342,645,Y,
2018-2019,50,71167,6052658,Stanislaus,Modesto City Elementary,El Vista Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,399,357,0,3,3,258,357,129,366,Y,
2018-2019,50,71167,6052666,Stanislaus,Modesto City Elementary,Enslen Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,397,211,2,7,0,153,212,22,218,Y,
2018-2019,50,71167,6052674,Stanislaus,Modesto City Elementary,Catherine Everett Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,337,285,3,0,2,195,288,95,299,Y,
2018-2019,50,71167,6052682,Stanislaus,Modesto City Elementary,Fairview Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,791,742,6,14,13,520,749,470,767,Y,
2018-2019,50,71167,6052690,Stanislaus,Modesto City Elementary,Franklin Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,815,783,12,12,20,549,787,369,805,Y,
2018-2019,50,71167,6052708,Stanislaus,Modesto City Elementary,John Fremont Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,624,424,5,11,0,288,426,85,437,Y,
2018-2019,50,71167,6052716,Stanislaus,Modesto City Elementary,William Garrison Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,329,297,1,2,4,217,301,127,308,Y,
2018-2019,50,71167,6052724,Stanislaus,Modesto City Elementary,John Muir Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,522,460,5,7,8,315,464,113,468,Y,
2018-2019,50,71167,6052740,Stanislaus,Modesto City Elementary,La Loma Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,711,527,1,8,5,367,532,90,537,Y,
2018-2019,50,71167,6052765,Stanislaus,Modesto City Elementary,Mark Twain Junior High,Elementary School District,Intermediate/Middle Schools (Public),Traditional,CEP,No ,N/A,N/A,N,7,8,826,796,2,10,18,529,799,185,805,Y,
2018-2019,50,71167,6052773,Stanislaus,Modesto City Elementary,James Marshall Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,778,742,0,3,26,497,743,427,758,Y,
2018-2019,50,71167,6052781,Stanislaus,Modesto City Elementary,Orville Wright Elementary,Elementary School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,399,389,2,18,7,293,391,181,394,Y,
